Customer_No,Purchase,Dollars_Spent,Yearly_Income,Home_Value,Order_Frequency,Recency,Married,Name_Prefix,Age,Telemarket_Ind.,Rents_Apartment,Occupied_<1 yr,Domestic_Prod,Apparel_Purch,Leisure_Prod,Kitchen_Prod,Luxury_Items,Promo_1-7_mon,Promo_8-13_mon,County_Code,Total_Returns,Mens_Apparel,Flatware_Purch,Dishes_Purch,Home_Furniture,Lamps_Purch,Linens_Purch,Blankets_Purch,Towels_Purch,Outdoor_Prod,Coats_Purch,Ladies_Coats,Ladies_Apparel,His_Her_Apparel,Jewelry_Purch,Date_1st_Order,Telemarket_Ord,Account_Number,State_Code,Race,Heating_Type,Number_of_Cars,Number_of_Kids,Travel_Time,Education_Level,Job_Category,$_Value_per_Mailing,Total_Dining_kitch_dish_flat,Sex
613,1,0,33100,193800,1.69,462,0,Ms,34,1,0,0,0,0,0,0,0,71,51,39,-999,1,0,0,0,0,0,1,1,1,4,1,0,0,0,01/08/1998,0,1352737686,NJ,1,3,1,0,23,2,11,0,0,female
614,0,118,24500,44000,2.35,126,0,Ms,27,1,0,0,1,1,0,0,0,33,37,0,1,0,0,0,2,0,0,0,1,3,0,1,2,0,1,23/07/1998,0,1354501783,TN,1,1,1,0,15,2,11,1.685714286,0,female
615,1,1092,25100,65200,2.49,78,1,Ms,29,1,0,0,0,2,1,0,0,41,36,31,1,0,0,0,2,2,0,0,2,0,0,1,5,1,12,31/07/1998,0,1354640037,IL,2,2,1,0,38,2,1,14.18181818,0,female
616,1,456,39700,98800,7.86,63,0,Ms,27,1,0,0,8,0,0,0,0,27,0,17,3,1,0,0,11,0,6,6,17,7,4,5,17,0,0,30/07/1998,1,1354671073,NJ,2,2,1,1,30,2,1,16.88888889,0,female
617,0,317,35000,160600,0.52,185,1,Ms,25,1,1,0,0,1,2,0,0,39,26,111,-999,0,3,0,0,0,0,0,0,2,0,0,0,0,1,31/07/1998,0,1355289743,CA,4,2,2,0,30,1,13,4.876923077,3,female
618,0,120,29400,54900,1.84,23,1,Ms,28,1,0,0,0,0,1,1,0,47,48,3,-999,0,1,0,1,0,2,1,3,2,0,0,0,2,1,31/07/1998,1,1356258465,NV,2,1,2,2,21,2,16,1.263157895,2,female
619,1,56,27000,40300,2.64,178,0,Ms,29,1,0,0,1,0,0,0,0,48,35,35,4,0,1,0,2,0,0,1,1,0,1,0,6,0,0,31/07/1998,0,1357732583,KS,1,2,2,0,15,3,11,0.674698795,1,female
620,0,625,24500,61700,8.47,21,0,Ms,31,1,0,0,2,0,0,0,1,51,47,201,1,1,3,2,6,2,11,1,10,0,5,5,22,2,10,31/07/1998,2,1358093266,TX,1,1,1,0,21,3,16,6.37755102,5,female
621,0,289,21900,43000,1.19,0,1,Mr,31,1,0,0,0,0,2,0,0,29,18,61,-999,0,0,0,0,0,0,0,1,2,0,0,3,0,2,30/07/1998,0,1358526331,TX,1,1,2,2,26,3,16,6.14893617,0,male
622,0,412,33500,63200,1.06,32,0,Ms,33,1,0,0,1,0,1,1,0,28,3,0,2,0,1,0,0,0,0,2,3,0,0,0,0,0,0,30/07/1998,0,1358790382,WI,1,2,2,1,16,2,11,13.29032258,2,female
623,0,0,29300,54300,0.53,662,1,Ms,27,1,0,0,0,0,0,0,0,19,20,43,-999,0,0,0,0,1,0,0,0,1,0,0,1,0,0,02/07/1998,0,1359242250,SC,1,1,2,0,14,2,14,0,0,female
624,1,1404,31550,59201,2.4,8,1,Ms,30,1,0,1,8,2,1,4,1,13,0,0,6,0,2,0,3,0,5,0,2,1,0,0,0,1,1,30/07/1998,1,1359408885,GA,1,2,2,0,19.7603005,3,11,108,6,female
625,1,42,30000,60600,3.86,334,1,Ms,24,1,0,0,0,0,1,0,0,56,40,0,2,0,1,0,1,0,1,1,5,3,0,0,1,0,1,30/07/1998,0,1359494240,IA,1,2,2,5,8,3,4,0.4375,1,female
626,0,288,18600,57700,1.73,175,1,Mrs,41,1,0,0,0,2,0,0,0,33,24,71,-999,0,0,0,0,1,0,0,3,0,0,2,2,0,0,30/07/1998,0,1359611983,LA,2,2,1,0,16,3,16,5.052631579,0,female
627,0,1753,45500,170000,3.6,4,0,Ms,29,1,0,0,0,3,1,0,0,39,15,5,3,0,1,0,9,0,3,0,5,0,0,0,4,4,5,30/07/1998,1,1359620604,NY,4,3,1,0,33,2,1,32.46296296,1,female
628,0,216,19600,38400,3.09,45,0,Ms,26,1,0,0,1,1,1,0,0,71,25,111,17,0,0,0,2,1,0,1,2,1,0,0,0,0,4,29/07/1998,0,1360277956,KY,1,2,1,0,18,2,16,2.25,0,female
629,1,43,29400,137300,0.53,234,1,Mrs,25,0,0,0,0,0,0,0,0,29,25,37,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,29/07/1998,0,1360453243,CA,4,2,1,2,22,1,11,0.796296296,2,female
630,0,0,28000,35200,0.53,786,0,Ms,29,1,0,0,0,0,0,0,0,29,21,97,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29/07/1998,0,1360456733,IN,1,2,1,0,20,2,1,0,0,female
631,0,88,22500,26200,1.89,95,1,Mr,33,1,0,0,1,1,0,0,0,29,24,111,5,0,0,1,0,0,4,1,2,1,0,0,3,1,0,29/07/1998,0,1361309311,NE,1,2,2,0,12,2,14,1.660377359,1,male
632,1,42,13500,73300,1.21,219,1,Mrs,16,1,0,0,1,0,0,0,0,23,16,17,2,0,2,0,2,1,0,1,0,0,0,0,0,0,2,29/07/1998,0,1361347964,MA,1,2,1,0,18,3,11,1.076923077,2,female
633,0,100,28900,59200,0.27,178,1,Ms,30,1,0,0,1,0,0,1,0,3,0,89,-999,0,2,0,0,0,0,1,0,0,0,0,0,0,0,29/07/1998,0,1361490939,VA,1,1,2,0,16,2,11,33.33333333,3,female
634,0,684,22100,50200,1.75,36,0,Ms,29,1,0,0,1,3,1,0,0,37,13,3,9,0,1,0,1,0,0,0,1,1,0,1,1,1,3,29/07/1998,0,1362065417,DE,2,2,1,0,14,2,1,13.68,1,female
635,0,172,28800,75700,0.67,282,1,Ms,29,1,0,0,1,1,0,0,0,22,1,53,-999,0,0,0,0,0,0,0,3,0,0,0,1,0,0,29/07/1998,0,1362189159,NC,1,1,2,0,34,3,14,7.47826087,0,female
636,0,175,36500,73700,3.38,53,1,Ms,27,1,0,1,0,2,2,0,0,50,38,25,2,3,0,0,4,0,0,0,2,9,0,0,3,3,0,28/07/1998,0,1362326595,OH,1,1,2,5,32,2,11,1.988636364,0,female
637,0,117,46200,189300,0.54,16,1,Ms,28,1,0,0,2,0,0,0,0,0,0,85,-999,0,2,0,1,0,1,0,0,0,0,0,0,0,0,29/07/1998,0,1362578054,NY,1,2,1,0,47,3,7,0,2,female
638,0,94,24300,46400,1.35,345,1,Mr,27,1,0,0,1,0,0,0,0,37,34,0,4,0,0,0,2,0,1,0,3,0,0,0,1,0,1,29/07/1998,0,1362712026,TN,1,1,2,0,15,1,11,1.323943662,0,male
639,0,81,23100,27200,1.48,192,1,Mr,19,1,0,0,0,0,1,0,0,41,34,107,3,1,1,0,0,0,1,0,2,0,0,0,1,0,0,29/07/1998,0,1362802348,NE,1,2,2,1,6,3,13,1.08,1,male
640,0,265,25900,50500,1.21,87,1,Ms,32,1,0,1,5,0,0,0,0,34,17,35,6,0,1,0,1,0,2,0,2,0,0,0,0,0,0,29/07/1998,1,1362969261,NC,1,2,2,4,17,2,11,5.196078431,1,female
641,1,175,31400,121300,0.4,56,0,None,30,1,0,0,3,1,0,0,0,0,0,13,-999,0,1,0,1,0,0,0,0,0,0,0,0,0,1,29/07/1998,0,1363293471,CA,1,2,2,0,28,2,14,0,1,female
642,0,0,26800,59300,3.38,466,1,Mr,30,1,0,0,0,0,0,0,0,40,41,93,0,1,0,1,0,0,0,1,1,2,1,0,2,1,0,28/07/1998,0,1363803519,MS,1,2,1,2,9,1,11,0,1,male
643,0,515,22800,34500,2.03,186,1,Mrs,59,1,0,0,0,0,1,3,0,62,31,411,10,1,0,3,0,0,0,1,3,0,2,0,3,0,2,29/07/1998,0,1364251296,TX,1,1,2,7,23,2,13,5.537634409,6,female
644,1,672,23900,50000,3.26,177,0,Ms,30,1,1,0,2,2,1,0,1,63,44,65,2,0,0,2,3,3,6,0,0,3,1,1,3,0,7,29/07/1998,0,1364565182,CA,4,2,1,0,21,1,13,6.280373832,2,female
645,1,635,41100,53600,4.35,16,1,Mrs,36,1,0,0,1,7,1,2,0,42,15,127,6,2,2,1,4,3,1,0,5,4,0,3,6,2,5,19/09/1998,0,1364772424,IA,1,3,2,3,17,3,11,11.14035088,5,female
646,0,585,31000,138900,2.3,200,1,Mr,27,1,0,0,0,1,1,0,0,62,42,3,9,2,0,1,0,0,0,1,1,1,1,0,1,0,0,29/07/1998,0,1365010931,CT,1,2,1,2,17,2,11,5.625,1,male
647,1,0,57000,161800,0.81,729,0,Ms,43,1,0,0,0,0,0,0,0,23,1,13,-999,0,1,0,0,0,1,0,0,4,0,0,0,0,0,29/07/1998,0,1365121191,CT,1,3,2,0,25,3,11,0,1,female
648,1,100,54800,103600,2.44,58,1,Ms,39,1,0,0,2,0,0,0,0,32,27,33,4,0,2,0,4,0,4,0,0,1,0,0,2,0,1,29/07/1998,0,1365164167,MD,2,2,2,1,30,3,1,1.694915254,2,female
649,0,213,19500,41500,2.02,316,1,Mr,35,1,0,0,3,0,0,0,0,40,26,13,11,1,1,2,4,0,1,0,2,3,0,1,4,0,0,29/07/1998,0,1365370475,TN,1,1,1,0,26,2,16,3.227272727,3,male
650,1,0,34100,59800,0.67,379,1,Ms,28,1,0,0,0,0,0,0,0,31,14,39,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,29/07/1998,0,1365632940,WV,1,2,2,2,21,2,1,0,1,female
651,0,351,35200,160400,4.48,3,1,Ms,28,1,0,0,4,0,2,0,0,86,63,81,24,0,2,0,8,0,6,1,9,2,0,0,1,1,0,28/07/1998,0,1366334751,NY,1,3,1,0,31,3,11,2.355704698,2,female
652,0,386,37100,75100,1.22,92,0,Ms,34,1,0,1,2,1,1,0,0,26,16,53,-999,0,1,0,1,0,1,0,2,0,0,0,1,1,1,28/07/1998,0,1366827481,MN,1,2,1,0,20,3,1,9.190476191,1,female
653,0,327,26700,65200,1.99,51,1,Mr,28,1,0,0,2,3,0,0,0,46,28,0,1,1,2,0,0,0,1,1,9,1,1,0,1,0,2,29/10/1998,0,1367700141,FL,1,1,2,3,20,2,16,4.418918919,2,male
654,0,461,17500,39900,0.81,85,1,Ms,26,1,0,1,2,3,2,0,0,7,0,131,-999,0,2,0,1,0,0,0,0,1,1,0,3,0,0,28/07/1998,0,1367786827,AR,1,1,1,1,15,3,11,65.85714286,2,female
655,1,159,25600,35000,1.78,80,1,Mrs,31,1,0,0,2,0,1,0,0,34,14,153,9,0,2,0,0,0,0,2,2,0,0,1,0,0,0,27/07/1998,0,1369130685,IN,1,2,2,9,21,2,14,3.3125,2,female
656,1,42,39400,57600,3.56,302,0,Ms,30,1,0,0,0,0,0,0,0,64,52,141,-999,1,2,0,6,2,1,1,5,4,0,0,7,0,5,28/07/1998,0,1369315138,OH,1,1,2,3,18,2,11,0.362068966,2,female
657,1,716,24900,40900,2.88,47,1,Ms,26,1,0,0,0,0,1,2,1,13,0,0,7,0,1,0,0,0,0,1,1,4,0,0,0,0,4,28/07/1998,0,1369412927,OH,1,2,1,0,16,2,11,55.07692308,3,female
658,1,0,42200,104900,3.7,352,0,Mr,39,1,0,0,0,0,0,0,0,70,62,71,-999,1,0,1,1,2,0,0,8,1,1,0,2,0,5,27/07/1998,0,1369706260,PA,1,3,2,2,17,2,11,0,1,male
659,1,131,18600,48000,1.37,178,1,Mr,31,1,0,0,0,0,1,0,0,65,54,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,27/07/1998,0,1370689539,AZ,4,2,1,1,18,1,2,1.100840336,0,male
660,1,78,18800,40200,2.33,185,0,Ms,33,1,0,0,0,1,0,0,0,38,44,29,-999,0,1,0,2,0,2,1,4,0,1,0,1,0,0,27/07/1998,0,1370723213,NY,1,2,1,1,19,2,9,0.951219512,1,female
661,0,0,33200,69200,0.41,554,1,Mr,34,1,0,0,0,0,0,0,0,24,21,43,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,3,27/07/1998,0,1370956144,PA,1,2,1,0,18,2,16,0,1,male
662,0,249,23800,43100,1.08,135,1,Mrs,32,1,0,0,2,0,1,0,0,35,19,0,-999,0,1,0,0,0,2,0,0,0,0,0,0,2,1,12/06/1998,0,1371426170,MO,1,2,1,1,11,1,11,4.611111111,1,female
663,0,1177,24600,65200,1.92,175,0,Mr,27,1,0,0,7,1,4,0,0,38,8,740,0,0,1,0,7,0,1,0,5,6,0,1,0,0,1,27/07/1998,0,1371658350,VA,1,1,1,0,19,2,1,25.58695652,1,male
664,0,55,24000,28100,2.07,339,1,Ms,26,1,0,0,0,0,0,0,0,39,23,159,-999,0,0,0,1,0,0,0,0,2,1,0,1,0,0,27/07/1998,0,1373499035,MO,1,2,2,4,11,2,11,0.887096774,0,female
665,0,128,36500,76000,0.41,140,1,Ms,32,1,0,0,1,0,0,0,0,4,0,131,-999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,27/07/1998,0,1373761889,WI,1,2,2,1,16,3,11,32,1,female
666,0,0,43100,75300,0.27,507,1,Ms,25,1,0,0,0,0,0,0,0,24,15,3,-999,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27/07/1998,0,1374085049,MN,1,2,2,1,24,3,11,0,0,female
667,1,182,42800,93700,8.9,287,0,Mr,40,1,0,0,1,0,0,0,0,69,60,41,3,0,2,2,20,8,2,2,8,10,0,0,10,11,9,26/07/1998,0,1374505707,PA,1,3,2,1,19,3,1,1.410852713,4,male
668,1,148,38600,63700,2.92,1,1,None,27,0,0,0,0,2,2,0,0,59,57,189,-999,0,1,0,0,0,0,0,1,1,0,0,1,1,4,26/07/1998,0,1374557849,MO,1,2,2,1,23,3,1,1.275862069,1,female
669,0,90,43000,82500,0.83,301,1,Mr,28,1,0,0,0,1,0,0,0,49,41,550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,26/07/1998,0,1374607354,VA,1,1,2,0,19,3,1,1,0,male
670,1,396,58200,243900,5.56,66,0,Ms,26,1,0,0,0,2,0,0,0,74,52,81,35,0,1,1,1,1,0,1,6,10,0,0,2,7,8,26/07/1998,0,1374822110,CA,1,2,1,0,31,3,14,3.142857143,2,female
671,0,42,0,0,0.97,186,1,Mrs,21,1,0,0,0,0,0,0,0,12,0,0,5,0,1,0,3,0,0,1,1,2,0,0,0,0,1,26/07/1998,0,1374845806,CA,2,1,0,2,0,1,1,3.5,1,female
672,0,455,38900,111300,2.08,332,1,Ms,31,1,0,0,1,0,2,0,1,79,54,67,8,0,0,0,0,0,0,0,2,0,3,0,0,0,4,26/07/1998,0,1375076450,CA,1,2,2,0,19,3,1,3.421052632,0,female
673,1,38,28600,171400,0.41,137,1,Ms,30,1,0,1,0,0,0,1,0,8,0,37,-999,0,0,0,1,0,0,0,2,0,0,0,0,0,0,13/06/1998,0,1375534722,CA,4,2,1,0,19,1,11,4.75,1,female
674,1,0,22900,41600,1.39,483,1,Mr,39,1,0,0,0,0,0,0,0,19,19,47,-999,1,1,0,2,0,0,0,0,0,1,0,2,1,1,26/07/1998,0,1375600846,WV,1,1,1,0,9,2,1,0,1,male
675,1,187,17700,43000,1.67,442,1,Ms,32,1,0,0,0,3,0,0,0,41,41,117,-999,0,0,0,3,1,1,0,1,0,0,0,6,0,4,26/07/1998,0,1375701834,FL,2,1,1,1,22,1,11,2.280487805,0,female
676,1,869,0,0,3.9,21,0,Ms,19,1,0,1,3,6,3,0,0,56,39,0,-999,2,1,1,6,3,5,0,8,7,0,1,9,0,1,26/07/1998,0,1376174320,AP,2,1,0,0,0,1,1,9.147368421,2,female
677,0,0,34200,81400,5.17,459,1,Mrs,24,1,0,1,0,0,0,0,0,66,57,71,27,2,2,0,1,1,0,1,7,1,3,0,4,4,0,26/07/1998,0,1376836449,FL,1,1,1,0,30,3,1,0,2,female
678,1,296,20300,26700,4.19,7,1,Mrs,38,1,0,0,3,1,1,0,1,53,49,131,1,0,0,0,9,1,0,0,2,0,1,1,4,2,1,26/07/1998,0,1377262827,MI,1,4,2,0,22,2,10,2.901960784,0,female
679,0,110,59400,337400,0.42,92,0,Ms,43,1,0,0,2,0,0,0,0,28,28,201,-999,0,0,0,0,0,1,0,2,0,0,0,0,0,0,26/07/1998,0,1377455025,TX,1,2,1,0,15,4,12,1.964285714,0,female
680,0,250,37600,51100,2.1,352,0,Ms,37,1,0,0,1,1,0,0,0,34,33,201,3,0,1,1,2,0,1,0,0,0,1,0,2,0,2,25/07/1998,0,1379250390,TX,2,2,2,3,30,3,1,3.731343284,2,female
681,1,0,25200,73000,1.26,376,1,Mrs,43,1,0,0,0,0,0,0,0,30,30,71,5,0,1,0,0,0,0,0,1,1,1,0,0,0,4,25/07/1998,0,1379609892,CA,1,4,2,0,30,3,16,0,1,female
682,0,138,25500,39000,1.26,274,1,Ms,41,1,0,0,0,0,0,1,0,30,19,99,-999,0,0,1,1,1,1,0,2,0,0,0,0,0,0,25/07/1998,0,1380057149,OH,1,2,2,0,13,2,16,2.816326531,2,female
683,0,169,30200,58300,3.82,191,1,None,25,1,0,0,0,0,0,0,0,53,49,117,-999,0,0,0,0,0,0,0,2,2,0,0,0,0,0,26/05/1998,0,1380812527,NY,1,2,1,0,13,2,11,1.656862745,0,female
684,1,1957,18100,102500,9.78,9,0,Mr,31,1,0,0,9,9,4,0,0,72,61,113,5,5,0,0,1,1,1,2,9,3,0,0,3,2,13,24/07/1998,0,1380910248,TX,2,1,1,0,23,3,1,14.71428571,0,male
685,0,953,26300,0,5.68,23,0,Ms,29,1,1,0,2,1,2,2,0,86,54,47,10,0,3,2,12,0,3,0,2,2,1,0,2,1,4,25/07/1998,0,1381181138,NY,2,3,1,0,33,2,1,6.807142857,7,female
686,0,0,36000,52300,1.56,484,1,Mrs,35,1,0,1,0,0,0,0,0,29,22,157,4,0,0,0,1,0,2,0,4,0,0,0,0,0,0,24/07/1998,0,1381383775,MI,1,3,2,0,37,3,11,0,0,female
687,0,54,38000,118600,2.42,352,0,Ms,28,1,0,1,0,0,0,0,0,51,38,11,0,0,1,0,3,0,0,0,3,1,0,0,0,0,4,24/07/1998,0,1381911336,NH,1,2,2,0,23,3,11,0.606741573,1,female
688,1,129,26700,27900,2.56,502,0,Ms,33,1,0,0,0,0,0,1,0,62,46,101,-999,0,2,0,1,0,0,0,4,2,0,0,0,0,0,24/07/1998,0,1381954831,PA,2,2,1,2,34,2,1,1.194444444,3,female
689,1,1961,24100,36700,7.59,131,0,Ms,25,1,0,0,5,10,7,0,0,47,43,0,51,1,0,0,9,0,2,1,2,2,1,5,5,0,6,24/07/1998,0,1382910634,OH,1,2,2,1,19,2,11,21.78888889,0,female
690,1,1072,34500,128700,2.72,1,0,Ms,25,1,0,0,5,0,2,0,0,72,54,31,1,0,1,0,5,1,1,0,7,8,1,0,2,1,1,24/07/1998,1,1383390620,IL,1,2,1,0,27,3,15,8.507936508,1,female
691,0,167,29600,51400,0.71,183,1,Ms,34,1,0,0,0,1,1,0,1,23,20,95,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23/07/1998,0,1383804216,NC,2,2,1,1,17,3,1,3.88372093,0,female
692,1,305,30700,188600,1.58,23,1,Mr,34,1,0,0,1,0,1,0,1,26,20,1,-999,0,0,0,8,1,3,0,2,0,0,0,0,0,0,23/07/1998,0,1383833249,CA,1,2,1,0,24,3,16,6.630434783,0,male
693,0,123,18600,0,1.44,198,0,Ms,15,1,0,0,0,1,0,1,0,37,26,13,0,0,2,0,1,0,0,1,2,0,2,0,1,0,1,23/07/1998,0,1384656227,NJ,2,2,1,2,14,3,1,1.952380952,3,female
694,1,0,22300,39500,1.15,494,1,Ms,32,1,0,0,0,0,0,0,0,36,24,7,-999,0,0,0,0,1,3,1,2,0,0,0,0,0,0,22/07/1998,0,1384863872,TN,1,4,2,0,21,1,11,0,0,female
695,1,0,25600,85300,4.34,430,1,Mrs,19,1,0,0,0,0,0,0,0,12,9,127,1,0,3,3,1,0,2,0,4,1,0,0,4,6,2,23/07/1998,0,1385121528,FL,1,1,2,0,31,2,4,0,6,female
696,1,0,21300,38300,0.72,594,0,Ms,31,1,0,0,0,0,0,0,0,12,15,141,-999,0,0,0,0,0,0,0,1,1,0,0,1,0,0,23/07/1998,0,1385500648,TN,1,1,2,0,15,1,11,0,0,female
697,1,477,40800,72300,2.4,79,1,Ms,30,1,0,0,3,2,3,0,0,87,64,37,33,1,0,0,3,1,2,0,12,4,0,4,6,14,3,06/03/1999,0,1385585136,MI,1,3,2,0,25,3,11,3.158940397,0,female
698,1,0,29200,49500,1.01,577,1,Mrs,25,1,0,0,0,0,0,0,0,23,22,0,-999,0,0,0,2,0,1,0,1,0,1,0,0,0,0,21/07/1998,0,1386438251,MO,1,4,2,2,20,1,11,0,0,female
699,1,1329,15900,50600,5.67,117,1,Mr,17,1,0,0,2,5,1,1,1,77,57,35,-999,5,0,0,1,1,0,0,3,5,1,1,2,6,5,22/07/1998,0,1386441198,WV,1,2,1,1,12,1,16,9.917910448,1,male
700,0,236,50000,140100,1.16,57,0,Mrs,35,1,0,0,0,2,0,0,0,43,34,19,0,1,0,0,0,1,1,0,1,2,0,0,0,1,1,22/07/1998,0,1386580326,SC,1,1,2,0,22,3,9,3.064935065,0,female
701,1,73,40800,79200,0.72,271,1,Mr,29,1,0,0,1,0,0,0,0,35,15,730,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,21/07/1998,0,1386875007,VA,2,1,2,4,17,3,16,1.46,0,male
702,1,377,30000,45700,2.01,191,0,Ms,55,1,0,0,0,5,0,0,0,49,44,3,0,1,1,0,3,0,0,0,2,1,0,0,4,0,1,22/07/1998,0,1386993941,NY,1,2,2,0,11,2,11,4.053763441,1,female
703,1,1673,18700,32300,6.99,16,1,Ms,32,1,0,0,9,4,8,1,1,36,34,65,1,0,0,0,16,8,9,1,20,11,0,1,13,1,1,22/07/1998,0,1387194028,MI,1,2,1,0,13,2,12,23.9,1,female
704,0,249,22900,39200,1.45,199,0,Ms,26,1,0,1,0,1,0,0,0,45,22,0,-999,2,0,0,0,0,0,1,4,1,0,0,1,0,2,22/07/1998,0,1387373267,MS,2,2,2,1,21,2,11,3.71641791,0,female
705,1,0,27200,51600,0.73,687,0,Ms,29,1,0,0,0,0,0,0,0,31,20,73,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,22/07/1998,0,1387674433,FL,1,1,2,0,20,3,1,0,0,female
706,0,0,42400,80400,5.9,554,1,Ms,62,1,0,0,0,0,0,0,0,54,25,13,2,3,1,1,2,3,6,0,5,3,2,1,3,0,9,22/07/1998,0,1387718578,AZ,1,2,2,3,18,3,1,0,2,female
707,1,402,20000,38600,6,43,1,Mrs,26,1,0,0,6,0,0,2,0,10,0,61,1,2,1,1,6,1,2,1,9,3,9,0,6,1,0,21/07/1998,2,1387926940,TX,1,1,1,1,20,1,4,40.2,4,female
708,1,203,35700,54300,1.16,56,1,Ms,31,1,0,0,5,0,0,0,0,27,19,49,1,0,0,0,2,0,5,0,5,1,0,0,0,0,0,22/07/1998,0,1387995416,PA,1,2,2,8,16,3,11,4.413043478,0,female
709,0,304,19200,99500,3.66,102,1,None,30,1,1,0,0,1,1,0,0,65,44,1,24,0,1,0,9,3,3,0,5,4,0,1,1,2,7,22/07/1998,0,1388116749,NJ,2,1,1,0,17,2,1,2.788990826,1,female
710,1,98,31800,57900,0.58,110,1,Ms,29,1,0,0,0,0,1,1,0,12,0,117,-999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,09/05/1998,0,1388880542,NY,1,2,1,0,20,3,11,8.166666667,1,female
711,1,225,35200,56700,0.58,178,1,Mr,37,1,0,0,0,0,1,0,0,35,20,73,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15/06/1998,0,1389766153,NY,1,3,2,2,18,3,11,4.090909091,0,male
712,1,337,20200,45700,1.92,35,0,Ms,27,1,0,0,3,0,1,1,0,32,32,15,-999,0,0,0,0,0,2,1,5,2,2,0,5,0,0,21/07/1998,0,1390125068,WA,1,1,1,0,12,3,11,5.265625,1,female
713,1,1034,55900,165500,5.02,57,1,Ms,38,1,0,1,8,3,0,1,1,61,62,0,-999,2,0,0,13,2,5,1,5,2,0,0,8,0,0,25/06/1998,0,1390233318,NV,1,1,2,0,23,3,1,8.406504065,1,female
714,1,103,58300,89500,1.47,94,1,Ms,42,1,0,0,0,2,0,0,0,20,6,173,-999,0,0,0,2,0,0,0,1,0,2,0,1,0,0,20/07/1998,0,1390288775,KS,1,2,2,2,21,3,11,3.961538462,0,female
715,1,82,30300,47500,5.17,29,1,Ms,29,1,0,0,0,1,0,0,0,56,38,770,9,0,2,2,7,1,4,0,5,2,0,1,5,1,8,21/07/1998,0,1390595948,VA,1,2,2,4,17,2,11,0.872340426,4,female
716,1,80,37500,65100,1.92,45,1,None,30,1,0,1,0,0,0,0,1,47,24,99,2,0,2,0,0,0,1,0,2,1,0,0,0,0,0,21/07/1998,0,1390965992,IN,1,2,2,3,16,2,11,1.126760563,2,female
717,1,622,35500,60200,2.22,262,0,Ms,28,1,0,0,0,0,0,0,1,26,20,113,-999,0,1,0,0,1,0,0,0,2,0,0,4,0,0,21/07/1998,0,1391220629,OH,1,1,2,0,22,3,1,13.52173913,1,female
718,0,0,13300,39700,2.96,466,1,Ms,34,1,0,0,0,0,0,0,0,2,15,237,8,1,0,0,0,0,0,0,2,7,0,0,2,0,2,16/07/1998,0,1391380761,KY,1,4,2,0,22,1,11,0,0,female
719,1,29,31700,90100,1.94,561,0,Mrs,33,1,0,0,0,0,0,1,0,43,30,21,-999,0,0,0,0,0,0,1,4,2,0,1,1,0,1,21/07/1998,0,1392245864,VT,1,3,2,3,14,3,16,0.397260274,1,female
720,1,148,51200,0,2.38,107,0,Ms,24,1,0,0,0,0,1,1,0,49,42,125,8,0,2,0,0,0,0,0,1,8,0,0,0,0,1,20/07/1998,0,1392388904,MI,1,2,1,0,20,3,15,1.626373626,3,female
721,1,232,39700,96700,2.83,45,1,Mrs,40,1,0,1,0,0,3,1,0,60,32,13,2,0,4,0,0,1,1,0,1,1,0,0,4,0,0,20/07/1998,0,1392488886,NM,1,2,2,2,23,3,6,2.52173913,5,female
722,1,166,33600,63100,1.64,17,0,Ms,35,1,0,1,1,1,0,0,0,37,32,71,6,0,1,0,1,1,1,0,3,1,2,0,1,0,1,20/07/1998,0,1392932412,WA,1,2,2,0,10,3,16,2.405797101,1,female
723,0,0,30100,34700,1.19,566,0,Ms,25,1,0,0,0,0,0,0,0,34,16,163,6,0,1,0,0,0,0,1,2,0,0,0,0,0,0,20/07/1998,0,1393951270,OH,1,3,2,2,30,2,11,0,1,female
724,0,376,30900,80500,1.79,140,0,Ms,28,1,0,0,0,0,2,1,0,42,21,149,2,1,0,0,1,1,1,0,5,0,0,0,4,0,0,20/07/1998,0,1394053183,TN,1,1,2,1,18,2,11,5.968253968,1,female
725,0,312,26100,46400,3.3,0,1,Mrs,31,1,0,0,0,0,3,0,0,42,1,0,-999,2,0,0,2,0,1,0,1,11,0,0,1,0,0,20/07/1998,0,1394292559,PA,1,2,2,3,18,2,11,7.255813954,0,female
726,0,1296,17900,27900,4.36,2,1,Ms,27,1,0,1,0,1,4,0,0,103,69,153,3,0,2,0,3,0,0,0,0,2,0,1,4,2,4,20/07/1998,1,1394926511,GA,1,3,2,9,9,2,13,7.534883721,2,female
